runs,prompt,metric_name,dataset_name,score,step
xxl-lm-d4-og-091621,_replaced_with,accuracy,super_glue_wsc.fixed,56.730770111083984,1112000
xxl-lm-d4-og-091621,_the_pronoun_refers_to,accuracy,super_glue_wsc.fixed,18.269229888916016,1112000
xxl-lm-d4-091621,_GPT_3_Style,accuracy,super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_I_think_they_mean,accuracy,super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_Who_is_are,accuracy,super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_Who_or_what_is_are,accuracy,super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_by_p_they_mean,accuracy,super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_does_p_stand_for,accuracy,super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_does_the_pronoun_refer_to,accuracy,super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_in_other_words,accuracy,super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_p_is_are_r,accuracy,super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_replaced_with,accuracy,super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_the_pronoun_refers_to,accuracy,super_glue_wsc.fixed,,1100000
xl-lm-d4-091621,_GPT_3_Style,accuracy,super_glue_wsc.fixed,51.92307662963867,1112000
xl-lm-d4-091621,_I_think_they_mean,accuracy,super_glue_wsc.fixed,68.26923370361328,1112000
xl-lm-d4-091621,_Who_is_are,accuracy,super_glue_wsc.fixed,,1112000
xl-lm-d4-091621,_Who_or_what_is_are,accuracy,super_glue_wsc.fixed,23.076923370361328,1112000
xl-lm-d4-091621,_by_p_they_mean,accuracy,super_glue_wsc.fixed,61.53845977783203,1112000
xl-lm-d4-091621,_does_p_stand_for,accuracy,super_glue_wsc.fixed,67.30769348144531,1112000
xl-lm-d4-091621,_does_the_pronoun_refer_to,accuracy,super_glue_wsc.fixed,68.26923370361328,1112000
xl-lm-d4-091621,_in_other_words,accuracy,super_glue_wsc.fixed,67.30769348144531,1112000
xl-lm-d4-091621,_p_is_are_r,accuracy,super_glue_wsc.fixed,62.5,1112000
xl-lm-d4-091621,_replaced_with,accuracy,super_glue_wsc.fixed,52.88461685180664,1112000
xl-lm-d4-091621,_the_pronoun_refers_to,accuracy,super_glue_wsc.fixed,61.53845977783203,1112000
xxl-lm-d4-091621-512,_GPT_3_Style,accuracy (Rank),super_glue_wsc.fixed,60.57692337036133,1112200
xxl-lm-d4-091621-512,_I_think_they_mean,accuracy (Rank),super_glue_wsc.fixed,69.23076629638672,1112200
xxl-lm-d4-091621-512,_Who_is_are,accuracy (Rank),super_glue_wsc.fixed,65.38461303710938,1112200
xxl-lm-d4-091621-512,_Who_or_what_is_are,accuracy (Rank),super_glue_wsc.fixed,66.34615325927734,1112200
xxl-lm-d4-091621-512,_by_p_they_mean,accuracy (Rank),super_glue_wsc.fixed,60.57692337036133,1112200
xxl-lm-d4-091621-512,_does_p_stand_for,accuracy (Rank),super_glue_wsc.fixed,64.42308044433594,1112200
xxl-lm-d4-091621-512,_does_the_pronoun_refer_to,accuracy (Rank),super_glue_wsc.fixed,64.42308044433594,1112200
xxl-lm-d4-091621-512,_in_other_words,accuracy (Rank),super_glue_wsc.fixed,67.30769348144531,1112200
xxl-lm-d4-091621-512,_p_is_are_r,accuracy (Rank),super_glue_wsc.fixed,49.03845977783203,1112200
xxl-lm-d4-091621-512,_replaced_with,accuracy (Rank),super_glue_wsc.fixed,50.96154022216797,1112200
xxl-lm-d4-091621-512,_the_pronoun_refers_to,accuracy (Rank),super_glue_wsc.fixed,57.69230651855469,1112200
xxl-lm-d4-gpt-091621,_GPT_3_Style,accuracy (Rank),super_glue_wsc.fixed,66.34615325927734,1112200
xxl-lm-d4-gpt-091621,_I_think_they_mean,accuracy (Rank),super_glue_wsc.fixed,63.46154022216797,1112200
xxl-lm-d4-gpt-091621,_Who_is_are,accuracy (Rank),super_glue_wsc.fixed,56.730770111083984,1112200
xxl-lm-d4-gpt-091621,_Who_or_what_is_are,accuracy (Rank),super_glue_wsc.fixed,58.653846740722656,1112200
xxl-lm-d4-gpt-091621,_by_p_they_mean,accuracy (Rank),super_glue_wsc.fixed,64.42308044433594,1112200
xxl-lm-d4-gpt-091621,_does_p_stand_for,accuracy (Rank),super_glue_wsc.fixed,64.42308044433594,1112200
xxl-lm-d4-gpt-091621,_does_the_pronoun_refer_to,accuracy (Rank),super_glue_wsc.fixed,67.30769348144531,1112200
xxl-lm-d4-gpt-091621,_in_other_words,accuracy (Rank),super_glue_wsc.fixed,67.30769348144531,1112200
xxl-lm-d4-gpt-091621,_p_is_are_r,accuracy (Rank),super_glue_wsc.fixed,49.03845977783203,1112200
xxl-lm-d4-gpt-091621,_replaced_with,accuracy (Rank),super_glue_wsc.fixed,66.34615325927734,1112200
xxl-lm-d4-gpt-091621,_the_pronoun_refers_to,accuracy (Rank),super_glue_wsc.fixed,60.57692337036133,1112200
xxl-lm-d4-all-091621,_GPT_3_Style,accuracy (Rank),super_glue_wsc.fixed,69.23076629638672,1112000
xxl-lm-d4-all-091621,_I_think_they_mean,accuracy (Rank),super_glue_wsc.fixed,70.19230651855469,1112000
xxl-lm-d4-all-091621,_Who_is_are,accuracy (Rank),super_glue_wsc.fixed,,1112000
xxl-lm-d4-all-091621,_Who_or_what_is_are,accuracy (Rank),super_glue_wsc.fixed,73.07691955566406,1112000
xxl-lm-d4-all-091621,_by_p_they_mean,accuracy (Rank),super_glue_wsc.fixed,73.07691955566406,1112000
xxl-lm-d4-all-091621,_does_p_stand_for,accuracy (Rank),super_glue_wsc.fixed,68.26923370361328,1112000
xxl-lm-d4-all-091621,_does_the_pronoun_refer_to,accuracy (Rank),super_glue_wsc.fixed,73.07691955566406,1112000
xxl-lm-d4-all-091621,_in_other_words,accuracy (Rank),super_glue_wsc.fixed,74.03845977783203,1112000
xxl-lm-d4-all-091621,_p_is_are_r,accuracy (Rank),super_glue_wsc.fixed,66.34615325927734,1112000
xxl-lm-d4-all-091621,_replaced_with,accuracy (Rank),super_glue_wsc.fixed,68.26923370361328,1112000
xxl-lm-d4-all-091621,_the_pronoun_refers_to,accuracy (Rank),super_glue_wsc.fixed,67.30769348144531,1112000
xxl-lm-d4-og-091621,_GPT_3_Style,accuracy (Rank),super_glue_wsc.fixed,,1112000
xxl-lm-d4-og-091621,_I_think_they_mean,accuracy (Rank),super_glue_wsc.fixed,60.57692337036133,1112000
xxl-lm-d4-og-091621,_Who_is_are,accuracy (Rank),super_glue_wsc.fixed,,1112000
xxl-lm-d4-og-091621,_Who_or_what_is_are,accuracy (Rank),super_glue_wsc.fixed,61.53845977783203,1112000
xxl-lm-d4-og-091621,_by_p_they_mean,accuracy (Rank),super_glue_wsc.fixed,55.769229888916016,1112000
xxl-lm-d4-og-091621,_does_p_stand_for,accuracy (Rank),super_glue_wsc.fixed,56.730770111083984,1112000
xxl-lm-d4-og-091621,_does_the_pronoun_refer_to,accuracy (Rank),super_glue_wsc.fixed,54.80769348144531,1112000
xxl-lm-d4-og-091621,_in_other_words,accuracy (Rank),super_glue_wsc.fixed,36.53845977783203,1112000
xxl-lm-d4-og-091621,_p_is_are_r,accuracy (Rank),super_glue_wsc.fixed,,1112000
xxl-lm-d4-og-091621,_replaced_with,accuracy (Rank),super_glue_wsc.fixed,56.730770111083984,1112000
xxl-lm-d4-og-091621,_the_pronoun_refers_to,accuracy (Rank),super_glue_wsc.fixed,36.53845977783203,1112000
xxl-lm-d4-all-og-091621,_GPT_3_Style,accuracy (Rank),super_glue_wsc.fixed,62.5,1112000
xxl-lm-d4-all-og-091621,_I_think_they_mean,accuracy (Rank),super_glue_wsc.fixed,67.30769348144531,1112000
xxl-lm-d4-all-og-091621,_Who_or_what_is_are,accuracy (Rank),super_glue_wsc.fixed,69.23076629638672,1112000
xxl-lm-d4-all-og-091621,_by_p_they_mean,accuracy (Rank),super_glue_wsc.fixed,64.42308044433594,1112000
xxl-lm-d4-all-og-091621,_does_p_stand_for,accuracy (Rank),super_glue_wsc.fixed,68.26923370361328,1112000
xxl-lm-d4-all-og-091621,_does_the_pronoun_refer_to,accuracy (Rank),super_glue_wsc.fixed,67.30769348144531,1112000
xxl-lm-d4-all-og-091621,_in_other_words,accuracy (Rank),super_glue_wsc.fixed,58.653846740722656,1112000
xxl-lm-d4-all-og-091621,_p_is_are_r,accuracy (Rank),super_glue_wsc.fixed,41.346153259277344,1112000
xxl-lm-d4-all-og-091621,_replaced_with,accuracy (Rank),super_glue_wsc.fixed,56.730770111083984,1112000
xxl-lm-d4-all-og-091621,_the_pronoun_refers_to,accuracy (Rank),super_glue_wsc.fixed,44.230770111083984,1112000
xxl-lm-d4-091621,_GPT_3_Style,accuracy (Rank),super_glue_wsc.fixed,63.46154022216797,1100000
xxl-lm-d4-091621,_I_think_they_mean,accuracy (Rank),super_glue_wsc.fixed,55.769229888916016,1100000
xxl-lm-d4-091621,_Who_is_are,accuracy (Rank),super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_Who_or_what_is_are,accuracy (Rank),super_glue_wsc.fixed,63.46154022216797,1100000
xxl-lm-d4-091621,_by_p_they_mean,accuracy (Rank),super_glue_wsc.fixed,59.61538314819336,1100000
xxl-lm-d4-091621,_does_p_stand_for,accuracy (Rank),super_glue_wsc.fixed,52.88461685180664,1100000
xxl-lm-d4-091621,_does_the_pronoun_refer_to,accuracy (Rank),super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_in_other_words,accuracy (Rank),super_glue_wsc.fixed,37.5,1100000
xxl-lm-d4-091621,_p_is_are_r,accuracy (Rank),super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_replaced_with,accuracy (Rank),super_glue_wsc.fixed,61.53845977783203,1100000
xxl-lm-d4-091621,_the_pronoun_refers_to,accuracy (Rank),super_glue_wsc.fixed,38.46154022216797,1100000
xl-lm-d4-091621,_GPT_3_Style,accuracy (Rank),super_glue_wsc.fixed,60.57692337036133,1112000
xl-lm-d4-091621,_I_think_they_mean,accuracy (Rank),super_glue_wsc.fixed,69.23076629638672,1112000
xl-lm-d4-091621,_Who_is_are,accuracy (Rank),super_glue_wsc.fixed,,1112000
xl-lm-d4-091621,_Who_or_what_is_are,accuracy (Rank),super_glue_wsc.fixed,64.42308044433594,1112000
xl-lm-d4-091621,_by_p_they_mean,accuracy (Rank),super_glue_wsc.fixed,62.5,1112000
xl-lm-d4-091621,_does_p_stand_for,accuracy (Rank),super_glue_wsc.fixed,67.30769348144531,1112000
xl-lm-d4-091621,_does_the_pronoun_refer_to,accuracy (Rank),super_glue_wsc.fixed,68.26923370361328,1112000
xl-lm-d4-091621,_in_other_words,accuracy (Rank),super_glue_wsc.fixed,67.30769348144531,1112000
xl-lm-d4-091621,_p_is_are_r,accuracy (Rank),super_glue_wsc.fixed,62.5,1112000
xl-lm-d4-091621,_replaced_with,accuracy (Rank),super_glue_wsc.fixed,64.42308044433594,1112000
xl-lm-d4-091621,_the_pronoun_refers_to,accuracy (Rank),super_glue_wsc.fixed,64.42308044433594,1112000
xxl-lm-d4-091621-512,_GPT_3_Style,auc-pr (Rank),super_glue_wsc.fixed,60.81716537475586,1112200
xxl-lm-d4-091621-512,_I_think_they_mean,auc-pr (Rank),super_glue_wsc.fixed,57.1549186706543,1112200
xxl-lm-d4-091621-512,_Who_is_are,auc-pr (Rank),super_glue_wsc.fixed,49.65454864501953,1112200
xxl-lm-d4-091621-512,_Who_or_what_is_are,auc-pr (Rank),super_glue_wsc.fixed,49.02266311645508,1112200
xxl-lm-d4-091621-512,_by_p_they_mean,auc-pr (Rank),super_glue_wsc.fixed,47.49770736694336,1112200
xxl-lm-d4-091621-512,_does_p_stand_for,auc-pr (Rank),super_glue_wsc.fixed,50.713130950927734,1112200
xxl-lm-d4-091621-512,_does_the_pronoun_refer_to,auc-pr (Rank),super_glue_wsc.fixed,54.79497528076172,1112200
xxl-lm-d4-091621-512,_in_other_words,auc-pr (Rank),super_glue_wsc.fixed,56.782779693603516,1112200
xxl-lm-d4-091621-512,_p_is_are_r,auc-pr (Rank),super_glue_wsc.fixed,50.29195022583008,1112200
xxl-lm-d4-091621-512,_replaced_with,auc-pr (Rank),super_glue_wsc.fixed,45.99583435058594,1112200
xxl-lm-d4-091621-512,_the_pronoun_refers_to,auc-pr (Rank),super_glue_wsc.fixed,56.13594055175781,1112200
xxl-lm-d4-gpt-091621,_GPT_3_Style,auc-pr (Rank),super_glue_wsc.fixed,63.79115295410156,1112200
xxl-lm-d4-gpt-091621,_I_think_they_mean,auc-pr (Rank),super_glue_wsc.fixed,55.1774787902832,1112200
xxl-lm-d4-gpt-091621,_Who_is_are,auc-pr (Rank),super_glue_wsc.fixed,50.89695739746094,1112200
xxl-lm-d4-gpt-091621,_Who_or_what_is_are,auc-pr (Rank),super_glue_wsc.fixed,52.115318298339844,1112200
xxl-lm-d4-gpt-091621,_by_p_they_mean,auc-pr (Rank),super_glue_wsc.fixed,54.20777893066406,1112200
xxl-lm-d4-gpt-091621,_does_p_stand_for,auc-pr (Rank),super_glue_wsc.fixed,53.46372985839844,1112200
xxl-lm-d4-gpt-091621,_does_the_pronoun_refer_to,auc-pr (Rank),super_glue_wsc.fixed,65.03433227539062,1112200
xxl-lm-d4-gpt-091621,_in_other_words,auc-pr (Rank),super_glue_wsc.fixed,60.891841888427734,1112200
xxl-lm-d4-gpt-091621,_p_is_are_r,auc-pr (Rank),super_glue_wsc.fixed,53.06047439575195,1112200
xxl-lm-d4-gpt-091621,_replaced_with,auc-pr (Rank),super_glue_wsc.fixed,53.58693313598633,1112200
xxl-lm-d4-gpt-091621,_the_pronoun_refers_to,auc-pr (Rank),super_glue_wsc.fixed,61.53471374511719,1112200
xxl-lm-d4-all-091621,_GPT_3_Style,auc-pr (Rank),super_glue_wsc.fixed,65.81365966796875,1112000
xxl-lm-d4-all-091621,_I_think_they_mean,auc-pr (Rank),super_glue_wsc.fixed,60.7842903137207,1112000
xxl-lm-d4-all-091621,_Who_is_are,auc-pr (Rank),super_glue_wsc.fixed,,1112000
xxl-lm-d4-all-091621,_Who_or_what_is_are,auc-pr (Rank),super_glue_wsc.fixed,60.739871978759766,1112000
xxl-lm-d4-all-091621,_by_p_they_mean,auc-pr (Rank),super_glue_wsc.fixed,64.40648651123047,1112000
xxl-lm-d4-all-091621,_does_p_stand_for,auc-pr (Rank),super_glue_wsc.fixed,65.51351928710938,1112000
xxl-lm-d4-all-091621,_does_the_pronoun_refer_to,auc-pr (Rank),super_glue_wsc.fixed,70.0809555053711,1112000
xxl-lm-d4-all-091621,_in_other_words,auc-pr (Rank),super_glue_wsc.fixed,62.89230728149414,1112000
xxl-lm-d4-all-091621,_p_is_are_r,auc-pr (Rank),super_glue_wsc.fixed,60.94343566894531,1112000
xxl-lm-d4-all-091621,_replaced_with,auc-pr (Rank),super_glue_wsc.fixed,60.756874084472656,1112000
xxl-lm-d4-all-091621,_the_pronoun_refers_to,auc-pr (Rank),super_glue_wsc.fixed,65.9259262084961,1112000
xxl-lm-d4-og-091621,_GPT_3_Style,auc-pr (Rank),super_glue_wsc.fixed,,1112000
xxl-lm-d4-og-091621,_I_think_they_mean,auc-pr (Rank),super_glue_wsc.fixed,51.01270294189453,1112000
xxl-lm-d4-og-091621,_Who_is_are,auc-pr (Rank),super_glue_wsc.fixed,,1112000
xxl-lm-d4-og-091621,_Who_or_what_is_are,auc-pr (Rank),super_glue_wsc.fixed,45.81008529663086,1112000
xxl-lm-d4-og-091621,_by_p_they_mean,auc-pr (Rank),super_glue_wsc.fixed,48.13358688354492,1112000
xxl-lm-d4-og-091621,_does_p_stand_for,auc-pr (Rank),super_glue_wsc.fixed,50.142215728759766,1112000
xxl-lm-d4-og-091621,_does_the_pronoun_refer_to,auc-pr (Rank),super_glue_wsc.fixed,52.584171295166016,1112000
xxl-lm-d4-og-091621,_in_other_words,auc-pr (Rank),super_glue_wsc.fixed,42.68479537963867,1112000
xxl-lm-d4-og-091621,_p_is_are_r,auc-pr (Rank),super_glue_wsc.fixed,,1112000
xxl-lm-d4-og-091621,_replaced_with,auc-pr (Rank),super_glue_wsc.fixed,46.06178665161133,1112000
xxl-lm-d4-og-091621,_the_pronoun_refers_to,auc-pr (Rank),super_glue_wsc.fixed,40.34023666381836,1112000
xxl-lm-d4-all-og-091621,_GPT_3_Style,auc-pr (Rank),super_glue_wsc.fixed,59.56531524658203,1112000
xxl-lm-d4-all-og-091621,_I_think_they_mean,auc-pr (Rank),super_glue_wsc.fixed,55.914573669433594,1112000
xxl-lm-d4-all-og-091621,_Who_or_what_is_are,auc-pr (Rank),super_glue_wsc.fixed,51.337364196777344,1112000
xxl-lm-d4-all-og-091621,_by_p_they_mean,auc-pr (Rank),super_glue_wsc.fixed,49.24365997314453,1112000
xxl-lm-d4-all-og-091621,_does_p_stand_for,auc-pr (Rank),super_glue_wsc.fixed,50.51753616333008,1112000
xxl-lm-d4-all-og-091621,_does_the_pronoun_refer_to,auc-pr (Rank),super_glue_wsc.fixed,52.719905853271484,1112000
xxl-lm-d4-all-og-091621,_in_other_words,auc-pr (Rank),super_glue_wsc.fixed,61.16739273071289,1112000
xxl-lm-d4-all-og-091621,_p_is_are_r,auc-pr (Rank),super_glue_wsc.fixed,48.36787414550781,1112000
xxl-lm-d4-all-og-091621,_replaced_with,auc-pr (Rank),super_glue_wsc.fixed,44.02680969238281,1112000
xxl-lm-d4-all-og-091621,_the_pronoun_refers_to,auc-pr (Rank),super_glue_wsc.fixed,50.56263732910156,1112000
xxl-lm-d4-091621,_GPT_3_Style,auc-pr (Rank),super_glue_wsc.fixed,41.49577331542969,1100000
xxl-lm-d4-091621,_I_think_they_mean,auc-pr (Rank),super_glue_wsc.fixed,41.158119201660156,1100000
xxl-lm-d4-091621,_Who_is_are,auc-pr (Rank),super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_Who_or_what_is_are,auc-pr (Rank),super_glue_wsc.fixed,41.9362678527832,1100000
xxl-lm-d4-091621,_by_p_they_mean,auc-pr (Rank),super_glue_wsc.fixed,38.74748611450195,1100000
xxl-lm-d4-091621,_does_p_stand_for,auc-pr (Rank),super_glue_wsc.fixed,40.08108139038086,1100000
xxl-lm-d4-091621,_does_the_pronoun_refer_to,auc-pr (Rank),super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_in_other_words,auc-pr (Rank),super_glue_wsc.fixed,45.757869720458984,1100000
xxl-lm-d4-091621,_p_is_are_r,auc-pr (Rank),super_glue_wsc.fixed,,1100000
xxl-lm-d4-091621,_replaced_with,auc-pr (Rank),super_glue_wsc.fixed,43.11050796508789,1100000
xxl-lm-d4-091621,_the_pronoun_refers_to,auc-pr (Rank),super_glue_wsc.fixed,46.47411346435547,1100000
xl-lm-d4-091621,_GPT_3_Style,auc-pr (Rank),super_glue_wsc.fixed,45.49359130859375,1112000
xl-lm-d4-091621,_I_think_they_mean,auc-pr (Rank),super_glue_wsc.fixed,58.97762680053711,1112000
xl-lm-d4-091621,_Who_is_are,auc-pr (Rank),super_glue_wsc.fixed,,1112000
xl-lm-d4-091621,_Who_or_what_is_are,auc-pr (Rank),super_glue_wsc.fixed,44.38986587524414,1112000
xl-lm-d4-091621,_by_p_they_mean,auc-pr (Rank),super_glue_wsc.fixed,46.50062561035156,1112000
xl-lm-d4-091621,_does_p_stand_for,auc-pr (Rank),super_glue_wsc.fixed,55.011253356933594,1112000
xl-lm-d4-091621,_does_the_pronoun_refer_to,auc-pr (Rank),super_glue_wsc.fixed,48.034297943115234,1112000
xl-lm-d4-091621,_in_other_words,auc-pr (Rank),super_glue_wsc.fixed,54.2802734375,1112000
xl-lm-d4-091621,_p_is_are_r,auc-pr (Rank),super_glue_wsc.fixed,48.29214096069336,1112000
xl-lm-d4-091621,_replaced_with,auc-pr (Rank),super_glue_wsc.fixed,43.06974792480469,1112000
xl-lm-d4-091621,_the_pronoun_refers_to,auc-pr (Rank),super_glue_wsc.fixed,45.17510223388672,1112000
xxl-lm-d4-091621-512,_GPT_3_Style,auc-roc (Rank),super_glue_wsc.fixed,69.93620300292969,1112200
xxl-lm-d4-091621-512,_I_think_they_mean,auc-roc (Rank),super_glue_wsc.fixed,75.35884857177734,1112200
xxl-lm-d4-091621-512,_Who_is_are,auc-roc (Rank),super_glue_wsc.fixed,65.80941009521484,1112200
xxl-lm-d4-091621-512,_Who_or_what_is_are,auc-roc (Rank),super_glue_wsc.fixed,64.134765625,1112200
xxl-lm-d4-091621-512,_by_p_they_mean,auc-roc (Rank),super_glue_wsc.fixed,62.958534240722656,1112200
xxl-lm-d4-091621-512,_does_p_stand_for,auc-roc (Rank),super_glue_wsc.fixed,65.4505615234375,1112200
xxl-lm-d4-091621-512,_does_the_pronoun_refer_to,auc-roc (Rank),super_glue_wsc.fixed,69.63716125488281,1112200
xxl-lm-d4-091621-512,_in_other_words,auc-roc (Rank),super_glue_wsc.fixed,73.40510559082031,1112200
xxl-lm-d4-091621-512,_p_is_are_r,auc-roc (Rank),super_glue_wsc.fixed,65.05183410644531,1112200
xxl-lm-d4-091621-512,_replaced_with,auc-roc (Rank),super_glue_wsc.fixed,60.944976806640625,1112200
xxl-lm-d4-091621-512,_the_pronoun_refers_to,auc-roc (Rank),super_glue_wsc.fixed,66.92583465576172,1112200
xxl-lm-d4-gpt-091621,_GPT_3_Style,auc-roc (Rank),super_glue_wsc.fixed,74.98006439208984,1112200
xxl-lm-d4-gpt-091621,_I_think_they_mean,auc-roc (Rank),super_glue_wsc.fixed,75.31897735595703,1112200
xxl-lm-d4-gpt-091621,_Who_is_are,auc-roc (Rank),super_glue_wsc.fixed,64.65310668945312,1112200
xxl-lm-d4-gpt-091621,_Who_or_what_is_are,auc-roc (Rank),super_glue_wsc.fixed,64.89234161376953,1112200
xxl-lm-d4-gpt-091621,_by_p_they_mean,auc-roc (Rank),super_glue_wsc.fixed,68.40111541748047,1112200
xxl-lm-d4-gpt-091621,_does_p_stand_for,auc-roc (Rank),super_glue_wsc.fixed,67.88277435302734,1112200
xxl-lm-d4-gpt-091621,_does_the_pronoun_refer_to,auc-roc (Rank),super_glue_wsc.fixed,76.9338150024414,1112200
xxl-lm-d4-gpt-091621,_in_other_words,auc-roc (Rank),super_glue_wsc.fixed,79.66506958007812,1112200
xxl-lm-d4-gpt-091621,_p_is_are_r,auc-roc (Rank),super_glue_wsc.fixed,66.32775115966797,1112200
xxl-lm-d4-gpt-091621,_replaced_with,auc-roc (Rank),super_glue_wsc.fixed,68.40111541748047,1112200
xxl-lm-d4-gpt-091621,_the_pronoun_refers_to,auc-roc (Rank),super_glue_wsc.fixed,72.42823028564453,1112200
xxl-lm-d4-all-091621,_GPT_3_Style,auc-roc (Rank),super_glue_wsc.fixed,77.17304992675781,1112000
xxl-lm-d4-all-091621,_I_think_they_mean,auc-roc (Rank),super_glue_wsc.fixed,79.90430450439453,1112000
xxl-lm-d4-all-091621,_Who_is_are,auc-roc (Rank),super_glue_wsc.fixed,,1112000
