,runs,prompt,metric_name,dataset_name,score,step
543,xxl-lm-d4-091621-512,_stand_for,accuracy (Rank),winogrande_winogrande_debiased,60.77347946166992,1112200
544,xxl-lm-d4-091621-512,_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,,1112200
545,xxl-lm-d4-gpt-091621,_Replace,accuracy (Rank),winogrande_winogrande_debiased,60.93133544921875,1112200
546,xxl-lm-d4-gpt-091621,_does_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,61.72060012817383,1112200
547,xxl-lm-d4-gpt-091621,_fill_in_the_blank,accuracy (Rank),winogrande_winogrande_debiased,60.69455337524414,1112200
548,xxl-lm-d4-gpt-091621,_stand_for,accuracy (Rank),winogrande_winogrande_debiased,64.24625396728516,1112200
549,xxl-lm-d4-gpt-091621,_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,65.11444091796875,1112200
550,xxl-lm-d4-all-091621,_Replace,accuracy (Rank),winogrande_winogrande_debiased,64.40410614013672,1112000
551,xxl-lm-d4-all-091621,_does_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,66.53512573242189,1112000
552,xxl-lm-d4-all-091621,_fill_in_the_blank,accuracy (Rank),winogrande_winogrande_debiased,64.95658874511719,1112000
553,xxl-lm-d4-all-091621,_stand_for,accuracy (Rank),winogrande_winogrande_debiased,66.69297790527344,1112000
554,xxl-lm-d4-all-091621,_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,69.53433227539061,1112000
555,xxl-lm-d4-og-091621,_Replace,accuracy (Rank),winogrande_winogrande_debiased,57.22178268432617,1112000
556,xxl-lm-d4-og-091621,_does_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,56.03788375854492,1112000
557,xxl-lm-d4-og-091621,_fill_in_the_blank,accuracy (Rank),winogrande_winogrande_debiased,62.98342514038086,1112000
558,xxl-lm-d4-og-091621,_stand_for,accuracy (Rank),winogrande_winogrande_debiased,57.616416931152344,1112000
559,xxl-lm-d4-og-091621,_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,56.66929626464844,1112000
560,xxl-lm-d4-all-og-091621,_Replace,accuracy (Rank),winogrande_winogrande_debiased,59.98421478271485,1112000
561,xxl-lm-d4-all-og-091621,_does_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,58.72138977050781,1112000
562,xxl-lm-d4-all-og-091621,_fill_in_the_blank,accuracy (Rank),winogrande_winogrande_debiased,58.8003158569336,1112000
563,xxl-lm-d4-all-og-091621,_stand_for,accuracy (Rank),winogrande_winogrande_debiased,58.16890335083008,1112000
564,xxl-lm-d4-all-og-091621,_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,61.08918762207031,1112000
565,xxl-lm-d4-091621,_Replace,accuracy (Rank),winogrande_winogrande_debiased,52.09155654907226,1100000
566,xxl-lm-d4-091621,_does_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,49.40805053710938,1100000
567,xxl-lm-d4-091621,_fill_in_the_blank,accuracy (Rank),winogrande_winogrande_debiased,,1100000
568,xxl-lm-d4-091621,_stand_for,accuracy (Rank),winogrande_winogrande_debiased,49.09234237670898,1100000
569,xxl-lm-d4-091621,_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,52.01262664794922,1100000
570,xl-lm-d4-091621,_Replace,accuracy (Rank),winogrande_winogrande_debiased,52.48618698120117,1112000
571,xl-lm-d4-091621,_does_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,49.25019836425781,1112000
572,xl-lm-d4-091621,_fill_in_the_blank,accuracy (Rank),winogrande_winogrande_debiased,52.17048263549805,1112000
573,xl-lm-d4-091621,_stand_for,accuracy (Rank),winogrande_winogrande_debiased,50.51302337646485,1112000
574,xl-lm-d4-091621,_underscore_refer_to,accuracy (Rank),winogrande_winogrande_debiased,50.43409729003906,1112000
650,xxl-lm-d4-091621-512,_Following_sentence_acceptable,accuracy (Rank),glue_cola,48.609779357910156,1112200
651,xxl-lm-d4-091621-512,_Make_sense_yes_no,accuracy (Rank),glue_cola,32.790027618408196,1112200
652,xxl-lm-d4-091621-512,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,31.06423759460449,1112200
653,xxl-lm-d4-091621-512,_editing,accuracy (Rank),glue_cola,30.968360900878906,1112200
654,xxl-lm-d4-091621-512,_is_this_correct,accuracy (Rank),glue_cola,43.24065017700195,1112200
655,xxl-lm-d4-gpt-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,43.33652877807617,1112200
656,xxl-lm-d4-gpt-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,31.351869583129886,1112200
657,xxl-lm-d4-gpt-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,31.160114288330078,1112200
658,xxl-lm-d4-gpt-091621,_editing,accuracy (Rank),glue_cola,31.160114288330078,1112200
659,xxl-lm-d4-gpt-091621,_is_this_correct,accuracy (Rank),glue_cola,47.65100860595703,1112200
660,xxl-lm-d4-all-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,45.92521667480469,1112000
661,xxl-lm-d4-all-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,34.32406616210937,1112000
662,xxl-lm-d4-all-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,31.06423759460449,1112000
663,xxl-lm-d4-all-091621,_editing,accuracy (Rank),glue_cola,34.89933013916016,1112000
664,xxl-lm-d4-all-091621,_is_this_correct,accuracy (Rank),glue_cola,56.95110321044922,1112000
665,xxl-lm-d4-og-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,38.54266357421875,1112000
666,xxl-lm-d4-og-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,30.968360900878906,1112000
667,xxl-lm-d4-og-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,30.968360900878906,1112000
668,xxl-lm-d4-og-091621,_editing,accuracy (Rank),glue_cola,31.06423759460449,1112000
669,xxl-lm-d4-og-091621,_is_this_correct,accuracy (Rank),glue_cola,33.65292358398437,1112000
670,xxl-lm-d4-all-og-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,35.66634750366211,1112000
671,xxl-lm-d4-all-og-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,31.06423759460449,1112000
672,xxl-lm-d4-all-og-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,31.160114288330078,1112000
673,xxl-lm-d4-all-og-091621,_editing,accuracy (Rank),glue_cola,30.968360900878906,1112000
674,xxl-lm-d4-all-og-091621,_is_this_correct,accuracy (Rank),glue_cola,31.927133560180664,1112000
675,xxl-lm-d4-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,66.15531921386719,1100000
676,xxl-lm-d4-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,31.255992889404297,1100000
677,xxl-lm-d4-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,38.4467887878418,1100000
678,xxl-lm-d4-091621,_editing,accuracy (Rank),glue_cola,60.59444046020508,1100000
679,xxl-lm-d4-091621,_is_this_correct,accuracy (Rank),glue_cola,41.03547286987305,1100000
680,xl-lm-d4-091621,_Following_sentence_acceptable,accuracy (Rank),glue_cola,60.88207244873047,1112000
681,xl-lm-d4-091621,_Make_sense_yes_no,accuracy (Rank),glue_cola,30.968360900878906,1112000
682,xl-lm-d4-091621,_Previous_sentence_acceptable,accuracy (Rank),glue_cola,31.255992889404297,1112000
683,xl-lm-d4-091621,_editing,accuracy (Rank),glue_cola,31.351869583129886,1112000
684,xl-lm-d4-091621,_is_this_correct,accuracy (Rank),glue_cola,31.639501571655273,1112000
910,xxl-lm-d4-091621-512,_GPT_3_style,accuracy (Rank),super_glue_cb,76.78571319580078,1112200
911,xxl-lm-d4-091621-512,_MNLI_crowdsource,accuracy (Rank),super_glue_cb,60.71428680419922,1112200
912,xxl-lm-d4-091621-512,_always_sometimes_never,accuracy (Rank),super_glue_cb,58.92856979370117,1112200
913,xxl-lm-d4-091621-512,_based_on_the_previous_passage,accuracy (Rank),super_glue_cb,80.35713958740234,1112200
914,xxl-lm-d4-091621-512,_can_we_infer,accuracy (Rank),super_glue_cb,78.57142639160156,1112200
915,xxl-lm-d4-091621-512,_claim_true_false_inconclusive,accuracy (Rank),super_glue_cb,80.35713958740234,1112200
916,xxl-lm-d4-091621-512,_consider_always_sometimes_never,accuracy (Rank),super_glue_cb,53.57143020629883,1112200
917,xxl-lm-d4-091621-512,_does_it_follow_that,accuracy (Rank),super_glue_cb,80.35713958740234,1112200
918,xxl-lm-d4-091621-512,_does_this_imply,accuracy (Rank),super_glue_cb,80.35713958740234,1112200
919,xxl-lm-d4-091621-512,_guaranteed_possible_impossible,accuracy (Rank),super_glue_cb,8.928571701049805,1112200
920,xxl-lm-d4-091621-512,_guaranteed_true,accuracy (Rank),super_glue_cb,75.0,1112200
921,xxl-lm-d4-091621-512,_justified_in_saying,accuracy (Rank),super_glue_cb,78.57142639160156,1112200
922,xxl-lm-d4-091621-512,_must_be_true,accuracy (Rank),super_glue_cb,80.35713958740234,1112200
923,xxl-lm-d4-091621-512,_should_assume,accuracy (Rank),super_glue_cb,78.57142639160156,1112200
924,xxl-lm-d4-091621-512,_take_the_following_as_truth,accuracy (Rank),super_glue_cb,80.35713958740234,1112200
925,xxl-lm-d4-gpt-091621,_GPT_3_style,accuracy (Rank),super_glue_cb,82.14286041259766,1112200
926,xxl-lm-d4-gpt-091621,_MNLI_crowdsource,accuracy (Rank),super_glue_cb,35.71428680419922,1112200
927,xxl-lm-d4-gpt-091621,_always_sometimes_never,accuracy (Rank),super_glue_cb,25.0,1112200
928,xxl-lm-d4-gpt-091621,_based_on_the_previous_passage,accuracy (Rank),super_glue_cb,73.21428680419922,1112200
929,xxl-lm-d4-gpt-091621,_can_we_infer,accuracy (Rank),super_glue_cb,69.64286041259766,1112200
930,xxl-lm-d4-gpt-091621,_claim_true_false_inconclusive,accuracy (Rank),super_glue_cb,85.71428680419922,1112200
931,xxl-lm-d4-gpt-091621,_consider_always_sometimes_never,accuracy (Rank),super_glue_cb,17.85714340209961,1112200
932,xxl-lm-d4-gpt-091621,_does_it_follow_that,accuracy (Rank),super_glue_cb,,1112200
933,xxl-lm-d4-gpt-091621,_does_this_imply,accuracy (Rank),super_glue_cb,71.42857360839844,1112200
934,xxl-lm-d4-gpt-091621,_guaranteed_possible_impossible,accuracy (Rank),super_glue_cb,8.928571701049805,1112200
935,xxl-lm-d4-gpt-091621,_guaranteed_true,accuracy (Rank),super_glue_cb,73.21428680419922,1112200
936,xxl-lm-d4-gpt-091621,_justified_in_saying,accuracy (Rank),super_glue_cb,75.0,1112200
937,xxl-lm-d4-gpt-091621,_must_be_true,accuracy (Rank),super_glue_cb,69.64286041259766,1112200
938,xxl-lm-d4-gpt-091621,_should_assume,accuracy (Rank),super_glue_cb,,1112200
939,xxl-lm-d4-gpt-091621,_take_the_following_as_truth,accuracy (Rank),super_glue_cb,82.14286041259766,1112200
940,xxl-lm-d4-all-091621,_GPT_3_style,accuracy (Rank),super_glue_cb,85.71428680419922,1112000
941,xxl-lm-d4-all-091621,_MNLI_crowdsource,accuracy (Rank),super_glue_cb,33.92856979370117,1112000
942,xxl-lm-d4-all-091621,_always_sometimes_never,accuracy (Rank),super_glue_cb,,1112000
943,xxl-lm-d4-all-091621,_based_on_the_previous_passage,accuracy (Rank),super_glue_cb,83.92857360839844,1112000
944,xxl-lm-d4-all-091621,_can_we_infer,accuracy (Rank),super_glue_cb,85.71428680419922,1112000
945,xxl-lm-d4-all-091621,_claim_true_false_inconclusive,accuracy (Rank),super_glue_cb,83.92857360839844,1112000
946,xxl-lm-d4-all-091621,_consider_always_sometimes_never,accuracy (Rank),super_glue_cb,46.42856979370117,1112000
947,xxl-lm-d4-all-091621,_does_it_follow_that,accuracy (Rank),super_glue_cb,73.21428680419922,1112000
948,xxl-lm-d4-all-091621,_does_this_imply,accuracy (Rank),super_glue_cb,82.14286041259766,1112000
949,xxl-lm-d4-all-091621,_guaranteed_possible_impossible,accuracy (Rank),super_glue_cb,,1112000
950,xxl-lm-d4-all-091621,_guaranteed_true,accuracy (Rank),super_glue_cb,76.78571319580078,1112000
951,xxl-lm-d4-all-091621,_justified_in_saying,accuracy (Rank),super_glue_cb,83.92857360839844,1112000
952,xxl-lm-d4-all-091621,_must_be_true,accuracy (Rank),super_glue_cb,80.35713958740234,1112000
953,xxl-lm-d4-all-091621,_should_assume,accuracy (Rank),super_glue_cb,83.92857360839844,1112000
954,xxl-lm-d4-all-091621,_take_the_following_as_truth,accuracy (Rank),super_glue_cb,83.92857360839844,1112000
955,xxl-lm-d4-og-091621,_GPT_3_style,accuracy (Rank),super_glue_cb,41.07143020629883,1112000
956,xxl-lm-d4-og-091621,_MNLI_crowdsource,accuracy (Rank),super_glue_cb,21.428571701049805,1112000
957,xxl-lm-d4-og-091621,_always_sometimes_never,accuracy (Rank),super_glue_cb,50.0,1112000
958,xxl-lm-d4-og-091621,_based_on_the_previous_passage,accuracy (Rank),super_glue_cb,64.28571319580078,1112000
959,xxl-lm-d4-og-091621,_can_we_infer,accuracy (Rank),super_glue_cb,60.71428680419922,1112000
960,xxl-lm-d4-og-091621,_claim_true_false_inconclusive,accuracy (Rank),super_glue_cb,41.07143020629883,1112000
961,xxl-lm-d4-og-091621,_consider_always_sometimes_never,accuracy (Rank),super_glue_cb,32.14285659790039,1112000
962,xxl-lm-d4-og-091621,_does_it_follow_that,accuracy (Rank),super_glue_cb,51.78571319580078,1112000
963,xxl-lm-d4-og-091621,_does_this_imply,accuracy (Rank),super_glue_cb,73.21428680419922,1112000
964,xxl-lm-d4-og-091621,_guaranteed_possible_impossible,accuracy (Rank),super_glue_cb,8.928571701049805,1112000
965,xxl-lm-d4-og-091621,_guaranteed_true,accuracy (Rank),super_glue_cb,64.28571319580078,1112000
966,xxl-lm-d4-og-091621,_justified_in_saying,accuracy (Rank),super_glue_cb,,1112000
967,xxl-lm-d4-og-091621,_must_be_true,accuracy (Rank),super_glue_cb,64.28571319580078,1112000
968,xxl-lm-d4-og-091621,_should_assume,accuracy (Rank),super_glue_cb,66.07142639160156,1112000
